purchase_id,owner_id,material_id,quantity,date
3780,23,142,3010,2025-06-12 18:09:39.734305
3781,27,19,8113,2025-06-12 18:09:39.734305
3782,58,125,633,2025-06-12 18:09:39.734305
3783,68,159,6152,2025-06-13 18:09:39.734305
3784,21,132,3875,2025-06-13 18:09:39.734305
3785,3,68,821,2025-06-13 18:09:39.734305
3786,34,128,8403,2025-06-13 18:09:39.734305
3787,64,125,4925,2025-06-13 18:09:39.734305
3788,84,20,3747,2025-06-13 18:09:39.734305
3789,34,103,5157,2025-06-14 18:09:39.734305
3790,95,192,5557,2025-06-14 18:09:39.734305
3791,76,96,6159,2025-06-14 18:09:39.734305
3792,17,30,8955,2025-06-14 18:09:39.734305
3793,18,47,4004,2025-06-15 18:09:39.734305
3794,48,152,9170,2025-06-15 18:09:39.734305
3795,89,147,5699,2025-06-15 18:09:39.734305
3796,47,153,9984,2025-06-15 18:09:39.734305
3797,78,88,3794,2025-06-15 18:09:39.734305
3798,62,141,3865,2025-06-15 18:09:39.734305
3799,56,153,4117,2025-06-16 18:09:39.734305
3800,92,115,2500,2025-06-16 18:09:39.734305
3801,58,94,8509,2025-06-16 18:09:39.734305
3802,54,194,321,2025-06-16 18:09:39.734305
3803,42,87,5142,2025-06-16 18:09:39.734305
3804,52,88,6254,2025-06-16 18:09:39.734305
3805,92,106,7317,2025-06-16 18:09:39.734305
3806,40,182,7809,2025-06-17 18:09:39.734305
3807,9,151,8104,2025-06-17 18:09:39.734305
3808,36,115,1426,2025-06-17 18:09:39.734305
3809,15,154,9476,2025-06-18 18:09:39.734305
3810,58,133,3311,2025-06-18 18:09:39.734305
3811,16,190,2828,2025-06-18 18:09:39.734305
3812,2,145,7052,2025-06-18 18:09:39.734305
3813,71,111,4115,2025-06-19 18:09:39.734305
3814,60,119,9564,2025-06-19 18:09:39.734305
3815,37,117,4239,2025-06-19 18:09:39.734305
3816,83,9,3074,2025-06-19 18:09:39.734305
3817,96,121,6512,2025-06-19 18:09:39.734305
3818,32,49,9586,2025-06-19 18:09:39.734305
3819,90,148,7396,2025-06-19 18:09:39.734305
3820,62,118,1732,2025-06-19 18:09:39.734305
3821,97,158,5626,2025-06-19 18:09:39.734305
3822,90,17,7263,2025-06-19 18:09:39.734305
3823,76,134,2324,2025-06-20 18:09:39.734305
3824,80,146,1111,2025-06-20 18:09:39.734305
3825,33,134,8027,2025-06-20 18:09:39.734305
3826,37,97,9488,2025-06-20 18:09:39.734305
3827,48,133,5200,2025-06-20 18:09:39.734305
3828,34,119,7071,2025-06-20 18:09:39.734305
3829,52,144,3554,2025-06-20 18:09:39.734305
3830,48,140,7027,2025-06-20 18:09:39.734305
3831,47,44,3161,2025-06-20 18:09:39.734305
3832,4,150,4411,2025-06-21 18:09:39.734305
3833,12,11,476,2025-06-21 18:09:39.734305
3834,3,70,1453,2025-06-21 18:09:39.734305
3835,62,156,1955,2025-06-21 18:09:39.734305
3836,9,37,4425,2025-06-21 18:09:39.734305
3837,69,173,1376,2025-06-21 18:09:39.734305
3838,9,14,5445,2025-06-21 18:09:39.734305
3839,23,153,5807,2025-06-21 18:09:39.734305
3840,39,18,8915,2025-06-22 18:09:39.734305
3841,82,128,7164,2025-06-22 18:09:39.734305
3842,50,160,7872,2025-06-22 18:09:39.734305
3843,36,146,2779,2025-06-22 18:09:39.734305
3844,20,170,2845,2025-06-22 18:09:39.734305
3845,39,32,6621,2025-06-22 18:09:39.734305
3846,13,20,9792,2025-06-22 18:09:39.734305
3847,82,70,493,2025-06-23 18:09:39.734305
3848,3,185,6813,2025-06-23 18:09:39.734305
3849,73,119,3743,2025-06-23 18:09:39.734305
3850,54,155,9473,2025-06-23 18:09:39.734305
3851,21,114,8794,2025-06-23 18:09:39.734305
3852,98,144,7858,2025-06-24 18:09:39.734305
3853,79,28,8932,2025-06-24 18:09:39.734305
3854,100,122,4312,2025-06-24 18:09:39.734305
3855,31,143,1048,2025-06-24 18:09:39.734305
3856,10,96,4164,2025-06-24 18:09:39.734305
3857,93,175,7824,2025-06-24 18:09:39.734305
3858,18,51,5416,2025-06-25 18:09:39.734305
3859,90,141,9095,2025-06-25 18:09:39.734305
3860,81,144,3971,2025-06-25 18:09:39.734305
3861,68,134,7590,2025-06-25 18:09:39.734305
3862,94,14,5427,2025-06-25 18:09:39.734305
3863,94,152,8589,2025-06-25 18:09:39.734305
3864,34,125,5501,2025-06-26 18:09:39.734305
3865,37,126,4043,2025-06-26 18:09:39.734305
3866,99,133,5046,2025-06-26 18:09:39.734305
3867,41,152,1179,2025-06-26 18:09:39.734305
3868,5,24,7094,2025-06-26 18:09:39.734305
3869,97,122,7782,2025-06-26 18:09:39.734305
3870,26,152,3204,2025-06-26 18:09:39.734305
3871,50,81,9973,2025-06-26 18:09:39.734305
3872,27,36,6727,2025-06-26 18:09:39.734305
3873,89,136,6302,2025-06-26 18:09:39.734305
3874,90,10,6295,2025-06-27 18:09:39.734305
3875,15,126,2109,2025-06-27 18:09:39.734305
3876,85,126,9757,2025-06-27 18:09:39.734305
3877,24,83,9129,2025-06-27 18:09:39.734305
3878,95,73,967,2025-06-28 18:09:39.734305
3879,52,122,153,2025-06-28 18:09:39.734305
3880,89,57,3999,2025-06-28 18:09:39.734305
3881,77,154,2295,2025-06-29 18:09:39.734305
3882,81,150,1468,2025-06-29 18:09:39.734305
3883,30,17,1013,2025-06-29 18:09:39.734305
3884,7,162,5506,2025-06-29 18:09:39.734305
3885,75,153,3528,2025-06-30 18:09:39.734305
3886,92,129,2306,2025-06-30 18:09:39.734305
3887,12,144,1647,2025-06-30 18:09:39.734305
3888,6,30,6217,2025-06-30 18:09:39.734305
3889,80,150,1970,2025-06-30 18:09:39.734305
3890,94,142,9857,2025-07-01 18:09:39.734305
3891,60,91,3247,2025-07-01 18:09:39.734305
3892,94,14,608,2025-07-01 18:09:39.734305
3893,70,191,2950,2025-07-01 18:09:39.734305
3894,57,110,6478,2025-07-01 18:09:39.734305
3895,39,164,4109,2025-07-01 18:09:39.734305
3896,93,48,5996,2025-07-01 18:09:39.734305
3897,92,93,2602,2025-07-01 18:09:39.734305
3898,50,141,5611,2025-07-01 18:09:39.734305
3899,54,53,7187,2025-07-01 18:09:39.734305
3900,45,47,2237,2025-07-01 18:09:39.734305
3901,26,128,4945,2025-07-02 18:09:39.734305
3902,20,181,4951,2025-07-02 18:09:39.734305
3903,83,11,1508,2025-07-03 18:09:39.734305
3904,17,36,8576,2025-07-03 18:09:39.734305
3905,66,166,8020,2025-07-03 18:09:39.734305
3906,36,113,5785,2025-07-03 18:09:39.734305
3907,66,163,2761,2025-07-03 18:09:39.734305
3908,16,148,2228,2025-07-03 18:09:39.734305
3909,59,180,6636,2025-07-03 18:09:39.734305
3910,56,138,1819,2025-07-03 18:09:39.734305
3911,89,121,6368,2025-07-03 18:09:39.734305
3912,20,151,4521,2025-07-04 18:09:39.734305
3913,51,32,7692,2025-07-04 18:09:39.734305
3914,45,165,950,2025-07-04 18:09:39.734305
3915,36,110,5904,2025-07-04 18:09:39.734305
3916,1,76,9913,2025-07-04 18:09:39.734305
3917,34,133,8527,2025-07-04 18:09:39.734305
3918,65,142,4705,2025-07-04 18:09:39.734305
3919,12,15,5556,2025-07-04 18:09:39.734305
3920,29,178,5153,2025-07-04 18:09:39.734305
3921,95,61,551,2025-07-05 18:09:39.734305
3922,31,191,5901,2025-07-05 18:09:39.734305
3923,63,187,6057,2025-07-05 18:09:39.734305
3924,42,118,279,2025-07-05 18:09:39.734305
3925,19,56,7084,2025-07-05 18:09:39.734305
3926,18,74,7619,2025-07-05 18:09:39.734305
3927,28,26,1750,2025-07-05 18:09:39.734305
3928,65,2,6874,2025-07-05 18:09:39.734305
3929,48,146,1281,2025-07-05 18:09:39.734305
3930,27,157,4646,2025-07-05 18:09:39.734305
3931,54,137,278,2025-07-06 18:09:39.734305
3932,94,121,3181,2025-07-06 18:09:39.734305
3933,32,176,9853,2025-07-06 18:09:39.734305
3934,51,126,9651,2025-07-06 18:09:39.734305
3935,77,142,2566,2025-07-06 18:09:39.734305
3936,57,91,5602,2025-07-06 18:09:39.734305
3937,58,143,9428,2025-07-06 18:09:39.734305
3938,14,102,5551,2025-07-06 18:09:39.734305
3939,52,140,6495,2025-07-06 18:09:39.734305
3940,78,153,7412,2025-07-06 18:09:39.734305
3941,85,141,1119,2025-07-07 18:09:39.734305
3942,49,138,4225,2025-07-08 18:09:39.734305
3943,26,158,5733,2025-07-08 18:09:39.734305
3944,69,137,4318,2025-07-08 18:09:39.734305
3945,94,154,4272,2025-07-08 18:09:39.734305
3946,28,8,9096,2025-07-08 18:09:39.734305
3947,63,196,3701,2025-07-08 18:09:39.734305
3948,7,171,4220,2025-07-08 18:09:39.734305
3949,68,137,8029,2025-07-09 18:09:39.734305
3950,41,143,2852,2025-07-09 18:09:39.734305
3951,49,17,1669,2025-07-09 18:09:39.734305
3952,81,109,653,2025-07-09 18:09:39.734305
3953,26,38,3175,2025-07-09 18:09:39.734305
3954,91,33,8767,2025-07-09 18:09:39.734305
3955,86,160,5197,2025-07-09 18:09:39.734305
3956,73,132,1471,2025-07-09 18:09:39.734305
3957,44,108,114,2025-07-09 18:09:39.734305
3958,77,120,4248,2025-07-09 18:09:39.734305
3959,52,142,5376,2025-07-10 18:09:39.734305
3960,71,148,4876,2025-07-10 18:09:39.734305
3961,74,145,4569,2025-07-10 18:09:39.734305
3962,64,113,4743,2025-07-10 18:09:39.734305
3963,94,19,2423,2025-07-11 18:09:39.734305
3964,35,96,112,2025-07-11 18:09:39.734305
3965,9,152,4595,2025-07-11 18:09:39.734305
3966,65,6,1403,2025-07-11 18:09:39.734305
3967,47,153,3872,2025-07-11 18:09:39.734305
3968,50,136,2527,2025-07-11 18:09:39.734305
3969,14,115,774,2025-07-12 18:09:39.734305
3970,61,128,1724,2025-07-12 18:09:39.734305
3971,47,177,9453,2025-07-12 18:09:39.734305
3972,46,185,2349,2025-07-12 18:09:39.734305
3973,15,152,5678,2025-07-12 18:09:39.734305
3974,92,125,8216,2025-07-12 18:09:39.734305
3975,77,139,8181,2025-07-13 18:09:39.734305
3976,64,103,2412,2025-07-13 18:09:39.734305
3977,25,60,8412,2025-07-13 18:09:39.734305
3978,64,83,4862,2025-07-13 18:09:39.734305
3979,72,2,9056,2025-07-13 18:09:39.734305
3980,67,11,4152,2025-07-13 18:09:39.734305
3981,86,118,510,2025-07-13 18:09:39.734305
3982,67,127,1881,2025-07-13 18:09:39.734305
3983,93,154,7605,2025-07-13 18:09:39.734305
3984,77,133,1492,2025-07-13 18:09:39.734305
3985,82,198,5832,2025-07-14 18:09:39.734305
3986,78,114,755,2025-07-14 18:09:39.734305
3987,28,150,9253,2025-07-14 18:09:39.734305
3988,10,86,7955,2025-07-14 18:09:39.734305
3989,78,127,3921,2025-07-14 18:09:39.734305
3990,25,80,4070,2025-07-14 18:09:39.734305
3991,51,39,1398,2025-07-14 18:09:39.734305
3992,16,181,9408,2025-07-15 18:09:39.734305
3993,23,83,9909,2025-07-15 18:09:39.734305
3994,35,129,2036,2025-07-15 18:09:39.734305
3995,66,20,311,2025-07-15 18:09:39.734305
3996,39,196,6532,2025-07-15 18:09:39.734305
3997,47,121,2592,2025-07-15 18:09:39.734305
3998,72,9,8952,2025-07-15 18:09:39.734305
3999,13,28,3095,2025-07-15 18:09:39.734305
4000,23,103,5238,2025-07-15 18:09:39.734305
4001,100,27,4769,2025-07-15 18:09:39.734305
4002,7,70,7834,2025-07-16 18:09:39.734305
4003,55,118,3086,2025-07-16 18:09:39.734305
4004,5,185,2851,2025-07-16 18:09:39.734305
4005,64,117,6288,2025-07-16 18:09:39.734305
4006,27,8,6969,2025-07-16 18:09:39.734305
4007,17,3,3672,2025-07-16 18:09:39.734305
4008,12,155,9375,2025-07-16 18:09:39.734305
4009,96,130,4169,2025-07-16 18:09:39.734305
4010,76,91,5515,2025-07-17 18:09:39.734305
4011,71,137,1529,2025-07-17 18:09:39.734305
4012,61,91,125,2025-07-17 18:09:39.734305
4013,82,129,5695,2025-07-17 18:09:39.734305
4014,98,157,9819,2025-07-17 18:09:39.734305
4015,80,81,399,2025-07-17 18:09:39.734305
4016,83,168,4765,2025-07-17 18:09:39.734305
4017,28,197,7830,2025-07-17 18:09:39.734305
4018,18,178,4611,2025-07-17 18:09:39.734305
4019,26,7,3323,2025-07-17 18:09:39.734305
4020,57,111,6853,2025-07-18 18:09:39.734305
4021,14,83,6220,2025-07-18 18:09:39.734305
4022,16,18,6645,2025-07-18 18:09:39.734305
4023,18,158,5440,2025-07-18 18:09:39.734305
4024,49,143,6108,2025-07-18 18:09:39.734305
4025,44,145,374,2025-07-18 18:09:39.734305
4026,75,138,6760,2025-07-19 18:09:39.734305
4027,46,47,2185,2025-07-19 18:09:39.734305
4028,73,146,7900,2025-07-19 18:09:39.734305
4029,81,83,2448,2025-07-19 18:09:39.734305
4030,91,154,6815,2025-07-19 18:09:39.734305
4031,70,146,6851,2025-07-19 18:09:39.734305
4032,53,155,7626,2025-07-19 18:09:39.734305
4033,34,96,7769,2025-07-19 18:09:39.734305
4034,39,27,7262,2025-07-19 18:09:39.734305
4035,36,124,5980,2025-07-20 18:09:39.734305
4036,47,125,5801,2025-07-20 18:09:39.734305
4037,72,129,665,2025-07-20 18:09:39.734305
4038,47,185,7380,2025-07-20 18:09:39.734305
4039,75,108,5950,2025-07-20 18:09:39.734305
4040,20,13,9676,2025-07-20 18:09:39.734305
4041,48,90,3238,2025-07-20 18:09:39.734305
4042,65,141,9779,2025-07-20 18:09:39.734305
4043,17,18,862,2025-07-20 18:09:39.734305
4044,97,138,1757,2025-07-21 18:09:39.734305
4045,7,59,8385,2025-07-21 18:09:39.734305
4046,99,15,519,2025-07-21 18:09:39.734305
4047,79,136,3838,2025-07-21 18:09:39.734305
4048,83,153,3511,2025-07-21 18:09:39.734305
4049,97,32,7109,2025-07-22 18:09:39.734305
4050,72,122,6867,2025-07-22 18:09:39.734305
4051,27,13,2319,2025-07-22 18:09:39.734305
4052,63,141,446,2025-07-22 18:09:39.734305
4053,67,145,6271,2025-07-22 18:09:39.734305
4054,100,22,7108,2025-07-22 18:09:39.734305
4055,43,141,5665,2025-07-22 18:09:39.734305
4056,34,135,6703,2025-07-22 18:09:39.734305
4057,77,103,8459,2025-07-22 18:09:39.734305
4058,57,105,9791,2025-07-23 18:09:39.734305
4059,10,92,8010,2025-07-23 18:09:39.734305
4060,18,183,6190,2025-07-23 18:09:39.734305
4061,9,5,5575,2025-07-23 18:09:39.734305
4062,46,185,2790,2025-07-23 18:09:39.734305
4063,24,105,6133,2025-07-23 18:09:39.734305
4064,84,149,2517,2025-07-23 18:09:39.734305
4065,36,100,6506,2025-07-23 18:09:39.734305
4066,60,153,1363,2025-07-23 18:09:39.734305
4067,24,107,5674,2025-07-23 18:09:39.734305
4068,31,190,7252,2025-07-23 18:09:39.734305
4069,71,126,5465,2025-07-24 18:09:39.734305
4070,1,140,2253,2025-07-24 18:09:39.734305
4071,79,24,2205,2025-07-24 18:09:39.734305
4072,20,135,3544,2025-07-24 18:09:39.734305
4073,37,94,1335,2025-07-24 18:09:39.734305
4074,52,145,480,2025-07-24 18:09:39.734305
4075,40,52,768,2025-07-24 18:09:39.734305
4076,52,128,8854,2025-07-24 18:09:39.734305
4077,56,97,159,2025-07-25 18:09:39.734305
4078,16,166,6434,2025-07-25 18:09:39.734305
4079,46,70,8662,2025-07-25 18:09:39.734305
4080,63,183,1560,2025-07-25 18:09:39.734305
4081,33,125,2415,2025-07-26 18:09:39.734305
4082,20,15,4134,2025-07-26 18:09:39.734305
4083,27,34,1274,2025-07-26 18:09:39.734305
4084,96,87,7219,2025-07-26 18:09:39.734305
4085,20,158,7354,2025-07-26 18:09:39.734305
4086,69,53,8320,2025-07-26 18:09:39.734305
4087,31,167,9680,2025-07-26 18:09:39.734305
4088,70,161,3034,2025-07-27 18:09:39.734305
4089,64,150,6216,2025-07-27 18:09:39.734305
4090,76,115,4815,2025-07-27 18:09:39.734305
4091,96,87,1730,2025-07-27 18:09:39.734305
4092,96,134,7329,2025-07-27 18:09:39.734305
4093,81,84,5132,2025-07-28 18:09:39.734305
4094,42,94,5576,2025-07-28 18:09:39.734305
4095,80,81,8500,2025-07-28 18:09:39.734305
4096,48,139,6555,2025-07-28 18:09:39.734305
4097,63,165,9055,2025-07-28 18:09:39.734305
4098,89,133,7293,2025-07-28 18:09:39.734305
4099,75,130,4743,2025-07-28 18:09:39.734305
4100,63,179,1327,2025-07-28 18:09:39.734305
4101,13,29,3661,2025-07-28 18:09:39.734305
4102,21,117,4424,2025-07-28 18:09:39.734305
4103,88,27,2446,2025-07-29 18:09:39.734305
4104,89,143,1939,2025-07-29 18:09:39.734305
4105,3,79,2508,2025-07-29 18:09:39.734305
4106,65,195,2816,2025-07-29 18:09:39.734305
4107,6,124,3349,2025-07-29 18:09:39.734305
4108,77,93,7231,2025-07-29 18:09:39.734305
4109,46,62,4553,2025-07-29 18:09:39.734305
4110,33,105,7233,2025-07-29 18:09:39.734305
4111,15,87,4875,2025-07-29 18:09:39.734305
4112,37,141,2743,2025-07-29 18:09:39.734305
4113,10,120,1881,2025-07-29 18:09:39.734305
4114,37,88,573,2025-07-29 18:09:39.734305
4115,26,29,1046,2025-07-30 18:09:39.734305
4116,17,191,7361,2025-07-30 18:09:39.734305
4117,88,148,1729,2025-07-30 18:09:39.734305
4118,50,103,3076,2025-07-30 18:09:39.734305
4119,9,144,8553,2025-07-30 18:09:39.734305
4120,24,89,9205,2025-07-30 18:09:39.734305
4121,71,99,6593,2025-07-30 18:09:39.734305
4122,72,121,6911,2025-07-30 18:09:39.734305
4123,69,72,9107,2025-07-31 18:09:39.734305
4124,53,133,4256,2025-07-31 18:09:39.734305
4125,77,99,3572,2025-07-31 18:09:39.734305
4126,35,139,6108,2025-07-31 18:09:39.734305
4127,22,179,4417,2025-07-31 18:09:39.734305
4128,88,11,3319,2025-07-31 18:09:39.734305
4129,97,1,2397,2025-07-31 18:09:39.734305
4130,27,132,8427,2025-07-31 18:09:39.734305
4131,8,104,9698,2025-07-31 18:09:39.734305
4132,23,142,3207,2025-07-31 18:09:39.734305
4133,85,118,1740,2025-07-31 18:09:39.734305
4134,51,145,7183,2025-07-31 18:09:39.734305
4135,48,84,8927,2025-07-31 18:09:39.734305
4136,36,99,8293,2025-08-01 18:09:39.734305
4137,14,119,6485,2025-08-01 18:09:39.734305
4138,36,125,3267,2025-08-01 18:09:39.734305
4139,34,133,7227,2025-08-01 18:09:39.734305
4140,11,11,6567,2025-08-01 18:09:39.734305
4141,97,144,7565,2025-08-01 18:09:39.734305
4142,53,146,7965,2025-08-01 18:09:39.734305
4143,52,92,9006,2025-08-01 18:09:39.734305
4144,38,173,8448,2025-08-01 18:09:39.734305
4145,71,112,5177,2025-08-01 18:09:39.734305
4146,66,127,4822,2025-08-01 18:09:39.734305
4147,89,42,3351,2025-08-02 18:09:39.734305
4148,84,147,6444,2025-08-02 18:09:39.734305
4149,98,138,8801,2025-08-02 18:09:39.734305
4150,68,82,8802,2025-08-02 18:09:39.734305
4151,5,164,2658,2025-08-02 18:09:39.734305
4152,57,121,2395,2025-08-02 18:09:39.734305
4153,60,117,9746,2025-08-03 18:09:39.734305
4154,9,12,6489,2025-08-03 18:09:39.734305
4155,63,194,5627,2025-08-03 18:09:39.734305
4156,58,86,2157,2025-08-03 18:09:39.734305
4157,87,172,7448,2025-08-03 18:09:39.734305
4158,21,151,633,2025-08-03 18:09:39.734305
4159,99,12,7984,2025-08-03 18:09:39.734305
4160,80,86,1791,2025-08-04 18:09:39.734305
4161,64,94,4949,2025-08-04 18:09:39.734305
4162,78,160,5817,2025-08-05 18:09:39.734305
4163,31,125,5290,2025-08-05 18:09:39.734305
4164,31,173,3030,2025-08-05 18:09:39.734305
4165,85,108,8977,2025-08-05 18:09:39.734305
4166,86,113,5427,2025-08-05 18:09:39.734305
4167,71,95,845,2025-08-05 18:09:39.734305
4168,64,125,2051,2025-08-06 18:09:39.734305
4169,6,149,1822,2025-08-06 18:09:39.734305
4170,65,143,8867,2025-08-06 18:09:39.734305
4171,48,106,645,2025-08-06 18:09:39.734305
4172,71,140,8803,2025-08-06 18:09:39.734305
4173,22,125,8388,2025-08-07 18:09:39.734305
4174,12,31,3864,2025-08-07 18:09:39.734305
4175,100,22,7869,2025-08-07 18:09:39.734305
4176,81,106,6367,2025-08-07 18:09:39.734305
4177,33,107,1562,2025-08-07 18:09:39.734305
4178,76,144,1876,2025-08-07 18:09:39.734305
4179,18,176,8112,2025-08-07 18:09:39.734305
4180,9,14,9614,2025-08-07 18:09:39.734305
4181,29,200,8270,2025-08-07 18:09:39.734305
4182,77,146,1504,2025-08-07 18:09:39.734305
4183,44,87,3805,2025-08-07 18:09:39.734305
4184,88,190,2672,2025-08-07 18:09:39.734305
4185,81,113,256,2025-08-07 18:09:39.734305
4186,5,14,9120,2025-08-07 18:09:39.734305
4187,23,136,2751,2025-08-08 18:09:39.734305
4188,76,82,3393,2025-08-08 18:09:39.734305
4189,46,67,6435,2025-08-08 18:09:39.734305
4190,61,127,6125,2025-08-08 18:09:39.734305
4191,47,50,6841,2025-08-08 18:09:39.734305
4192,53,114,380,2025-08-09 18:09:39.734305
4193,43,42,5794,2025-08-09 18:09:39.734305
4194,35,90,6326,2025-08-09 18:09:39.734305
4195,51,22,2301,2025-08-09 18:09:39.734305
4196,1,44,1697,2025-08-09 18:09:39.734305
4197,42,86,4335,2025-08-09 18:09:39.734305
4198,29,192,7919,2025-08-09 18:09:39.734305
4199,33,133,7877,2025-08-09 18:09:39.734305
4200,90,149,5308,2025-08-10 18:09:39.734305
4201,13,142,8726,2025-08-10 18:09:39.734305
4202,82,122,7893,2025-08-10 18:09:39.734305
4203,33,124,8462,2025-08-10 18:09:39.734305
4204,55,105,9379,2025-08-10 18:09:39.734305
4205,36,151,9385,2025-08-10 18:09:39.734305
4206,66,191,748,2025-08-11 18:09:39.734305
4207,40,122,445,2025-08-11 18:09:39.734305
4208,56,93,5697,2025-08-11 18:09:39.734305
4209,79,18,3929,2025-08-11 18:09:39.734305
4210,33,146,406,2025-08-11 18:09:39.734305
4211,13,141,4040,2025-08-11 18:09:39.734305
4212,54,47,4642,2025-08-11 18:09:39.734305
4213,87,200,1618,2025-08-11 18:09:39.734305
4214,44,107,6228,2025-08-11 18:09:39.734305
4215,1,200,5300,2025-08-12 18:09:39.734305
4216,27,22,5458,2025-08-12 18:09:39.734305
4217,25,135,1941,2025-08-12 18:09:39.734305
4218,52,141,9454,2025-08-12 18:09:39.734305
4219,27,21,6353,2025-08-12 18:09:39.734305
4220,28,162,5274,2025-08-12 18:09:39.734305
4221,55,156,8385,2025-08-12 18:09:39.734305
4222,98,118,2360,2025-08-12 18:09:39.734305
4223,28,22,1519,2025-08-12 18:09:39.734305
4224,65,1,163,2025-08-12 18:09:39.734305
4225,63,185,1948,2025-08-13 18:09:39.734305
4226,27,134,2142,2025-08-13 18:09:39.734305
4227,71,148,2838,2025-08-13 18:09:39.734305
4228,66,146,9058,2025-08-13 18:09:39.734305
4229,97,8,8586,2025-08-13 18:09:39.734305
4230,57,115,3337,2025-08-13 18:09:39.734305
4231,30,7,1091,2025-08-13 18:09:39.734305
4232,96,126,1621,2025-08-13 18:09:39.734305
4233,83,138,9905,2025-08-13 18:09:39.734305
4234,83,161,4896,2025-08-14 18:09:39.734305
4235,61,90,9538,2025-08-14 18:09:39.734305
4236,19,45,6480,2025-08-14 18:09:39.734305
4237,26,159,9084,2025-08-14 18:09:39.734305
4238,42,137,3492,2025-08-14 18:09:39.734305
4239,38,155,5838,2025-08-14 18:09:39.734305
4240,68,157,9121,2025-08-15 18:09:39.734305
4241,89,52,9879,2025-08-15 18:09:39.734305
4242,84,197,280,2025-08-15 18:09:39.734305
4243,24,96,6091,2025-08-15 18:09:39.734305
4244,1,198,9136,2025-08-15 18:09:39.734305
4245,92,103,8947,2025-08-15 18:09:39.734305
4246,3,171,7927,2025-08-16 18:09:39.734305
4247,20,7,5161,2025-08-16 18:09:39.734305
4248,63,25,4014,2025-08-16 18:09:39.734305
4249,12,12,3269,2025-08-16 18:09:39.734305
4250,73,81,5777,2025-08-16 18:09:39.734305
4251,80,138,1803,2025-08-16 18:09:39.734305
4252,53,89,2509,2025-08-16 18:09:39.734305
4253,87,130,7712,2025-08-16 18:09:39.734305
4254,40,52,2239,2025-08-17 18:09:39.734305
4255,50,118,991,2025-08-17 18:09:39.734305
4256,8,109,2522,2025-08-17 18:09:39.734305
4257,46,49,4799,2025-08-17 18:09:39.734305
4258,84,169,9386,2025-08-17 18:09:39.734305
4259,39,9,7797,2025-08-18 18:09:39.734305
4260,24,156,108,2025-08-18 18:09:39.734305
4261,20,196,6002,2025-08-18 18:09:39.734305
4262,67,135,3001,2025-08-18 18:09:39.734305
4263,30,30,549,2025-08-19 18:09:39.734305
4264,100,142,2378,2025-08-19 18:09:39.734305
4265,96,145,1504,2025-08-19 18:09:39.734305
4266,21,142,3797,2025-08-19 18:09:39.734305
4267,19,79,7137,2025-08-19 18:09:39.734305
4268,7,196,3852,2025-08-19 18:09:39.734305
4269,66,186,1951,2025-08-20 18:09:39.734305
4270,89,147,6291,2025-08-20 18:09:39.734305
4271,57,146,4256,2025-08-20 18:09:39.734305
4272,50,104,5168,2025-08-20 18:09:39.734305
4273,42,91,6785,2025-08-21 18:09:39.734305
4274,54,57,3821,2025-08-21 18:09:39.734305
4275,53,93,4644,2025-08-21 18:09:39.734305
4276,39,192,2081,2025-08-21 18:09:39.734305
4277,71,91,3585,2025-08-21 18:09:39.734305
4278,79,200,8926,2025-08-21 18:09:39.734305
4279,2,60,1861,2025-08-21 18:09:39.734305
4280,26,36,8000,2025-08-21 18:09:39.734305
4281,97,35,2872,2025-08-21 18:09:39.734305
4282,35,97,5471,2025-08-22 18:09:39.734305
4283,54,128,4005,2025-08-22 18:09:39.734305
4284,57,120,6655,2025-08-22 18:09:39.734305
4285,14,97,726,2025-08-22 18:09:39.734305
4286,61,131,1568,2025-08-22 18:09:39.734305
4287,30,128,8020,2025-08-22 18:09:39.734305
4288,8,129,2402,2025-08-23 18:09:39.734305
4289,67,4,9266,2025-08-23 18:09:39.734305
4290,32,195,1106,2025-08-23 18:09:39.734305
4291,24,112,817,2025-08-23 18:09:39.734305
4292,75,117,1917,2025-08-23 18:09:39.734305
4293,17,197,8904,2025-08-24 18:09:39.734305
4294,80,123,9045,2025-08-24 18:09:39.734305
4295,13,150,6859,2025-08-24 18:09:39.734305
4296,3,129,5047,2025-08-24 18:09:39.734305
4297,57,143,5908,2025-08-24 18:09:39.734305
4298,70,183,9187,2025-08-24 18:09:39.734305
4299,88,173,4905,2025-08-24 18:09:39.734305
4300,10,100,4976,2025-08-24 18:09:39.734305
4301,95,162,1989,2025-08-25 18:09:39.734305
4302,18,67,3442,2025-08-25 18:09:39.734305
4303,79,13,9144,2025-08-25 18:09:39.734305
4304,62,108,4624,2025-08-25 18:09:39.734305
4305,91,35,4627,2025-08-25 18:09:39.734305
4306,86,85,5455,2025-08-25 18:09:39.734305
4307,87,155,590,2025-08-26 18:09:39.734305
4308,33,116,6776,2025-08-26 18:09:39.734305
4309,38,178,4659,2025-08-26 18:09:39.734305
4310,20,131,815,2025-08-26 18:09:39.734305
4311,2,128,8509,2025-08-26 18:09:39.734305
4312,58,89,7255,2025-08-26 18:09:39.734305
4313,37,82,3566,2025-08-27 18:09:39.734305
4314,35,130,5345,2025-08-27 18:09:39.734305
4315,97,140,9521,2025-08-27 18:09:39.734305
4316,38,168,2637,2025-08-27 18:09:39.734305
4317,71,138,4677,2025-08-27 18:09:39.734305
4318,92,85,2693,2025-08-27 18:09:39.734305
